HUFF,7440
CRUMP,7418
MCLEOD,7412
VINCENT,7407
DUPREE,7399
RAINEY,7397
BROUSSARD,7382
STERLING,7377
MANUEL,7375
FULTON,7352
TRAVIS,7350
VINSON,7331
PETTY,7322
LINDSAY,7316
SCALES,7314
ANTOINE,7299
MCQUEEN,7262
GLASS,7253
MCGILL,7251
FELTON,7221
GOODE,7212
GAY,7209
GUY,7207
BROCK,7205
TONEY,7195
DIALLO,7175
WILLIAM,7171
GRAYSON,7156
MCINTYRE,7133
MELTON,7110
SINGLETARY,7099
JOHN,7054
PARRISH,7052
KEITH,7040
COLES,7038
GOODEN,7027
BOWENS,7002
STAFFORD,6992
BRADSHAW,6973
LACY,6968
JEFFRIES,6961
HOLDER,6951
BUTTS,6926
AMOS,6921
ALLISON,6904
MAJOR,6889
MARKS,6880
BOLTON,6871
STALLWORTH,6851
GANT,6848
SHARPE,6847
CROWDER,6838
BARKER,6825
BAXTER,6801
GUILLORY,6797
HARDIN,6795
EDMOND,6794
WINTERS,6773
MCMILLIAN,6750
JETER,6748
SWAIN,6740
ASKEW,6738
BRYAN,6737
FERRELL,6737
ECHOLS,6731
SHEPARD,6723
COLEY,6717
ABDI,6713
ROUSE,6704
SNEED,6693
SAWYER,6678
ORR,6658
STEPHENSON,6651
FITZGERALD,6646
BAPTISTE,6624
SPARKS,6617
BUCKNER,6580
BRITT,6578
PACE,6576
DUMAS,6563
DAVID,6544
BONDS,6536
MCKOY,6511
MCGOWAN,6501
FOUNTAIN,6500
MCCLOUD,6484
KIDD,6471
ETIENNE,6467
BOSTON,6462
MCFARLAND,6459
SANFORD,6456
ROYAL,6433
SEALS,6430
EASON,6425
QUINN,6421
ABRAHAM,6411
RANSOM,6408
TROTTER,6399
LANG,6387
SPANN,6384
KIMBLE,6381
STINSON,6358
PLUMMER,6320
MEADOWS,6306
PICKENS,6304
ROACH,6298
CARRINGTON,6276
REDMOND,6266
FAISON,6254
HAWTHORNE,6174
LEACH,6170
GRIGGS,6163
HILLIARD,6154
REAVES,6138
HOLDEN,6136
LONDON,6135
DUBOSE,6120
GUNN,6112
WHITLEY,6108
DARBY,6105
SMILEY,6095
VANCE,6095
GRADY,6090
IRVING,6070
BOWIE,6052
HUGGINS,6042
ARMSTEAD,6033
JOHNS,6033
MEEKS,6012
STOVALL,6012
DRAYTON,6005
NOBLE,6000
SLOAN,5992
CHASE,5978
DICKSON,5964
EWING,5960
STUBBS,5960
DENSON,5942
TOLLIVER,5927
RODRIGUEZ,5913
HERRON,5912
GILLESPIE,5909
KAMARA,5905
ADKINS,5903
CHAVIS,5895
SHORT,5886
YARBROUGH,5873
WILCOX,5865
KIMBROUGH,5862
COATES,5848
BATISTE,5837
FREDERICK,5824
LANIER,5820
MICHEL,5806
LOVETT,5798
RIDDICK,5788
BRITTON,5764
SPIVEY,5760
WESTON,5756
GOINS,5750
KIRK,5744
RAGLAND,5736
BROWNE,5728
JARRETT,5721
MCNEILL,5717
GORE,5714
REDD,5707
LITTLEJOHN,5703
HENDRIX,5694
GRACE,5693
NEELY,5677
ROBBINS,5675
BRINSON,5662
ABRAMS,5653
DAILEY,5641
DICKENS,5640
THURMAN,5638
BARKSDALE,5632
MCDUFFIE,5631
FAULKNER,5630
AKINS,5619
BELTON,5611
COOLEY,5606
MALLORY,5595
GARRISON,5586
BURCH,5567
DENT,5564
IRVIN,5552
MOHAMMED,5549
MCCAIN,5533
THORPE,5532
CONWAY,5527
PRESSLEY,5525
TIMMONS,5519
TOUSSAINT,5496
CHRISTOPHER,5494
HOSKINS,5491
BACON,5482
RAYMOND,5481
POTTS,5477
COOKS,5467
NANCE,5454
FAIR,5441
SINCLAIR,5432
BARTON,5431
MELVIN,5430
HARDING,5427
HERBERT,5402
SEWELL,5402
TRIPLETT,5392
SCRUGGS,5386
COCHRAN,5371
DYER,5359
FRANK,5357
BOOTH,5355
TANNER,5340
BEVERLY,5339
CORBIN,5335
COHEN,5319
PINKNEY,5316
BRISCOE,5304
HOLLIDAY,5303
MCLAUGHLIN,5297
BOYCE,5291
HANDY,5289
BRICE,5274
IVEY,5271
IVORY,5270
PIERRELOUIS,5267
HAYDEN,5262
PURNELL,5252
COOKE,5249
GARCIA,5248
MCKAY,5245
ARCHIE,5244
HANNAH,5240
ALEXIS,5236
SINGH,5230
BOWDEN,5229
GENTRY,5228
TRAYLOR,5211
GABRIEL,5209
IVY,5209
AUGUSTIN,5206
MCLAURIN,5196
MARTINEZ,5195
RIGGINS,5188
FRENCH,5183
BARR,5181
HENSON,5181
SMART,5172
BUFORD,5170
DRUMMOND,5165
LAMB,5165
RUTLEDGE,5165
DONALD,5162
LOMAX,5157
TOLIVER,5157
PRINGLE,5153
SUGGS,5145
EASLEY,5125
REDDICK,5110
OVERTON,5098
IRBY,5085
BLACKMAN,5080
WILLS,5077
JOINER,5076
HENLEY,5066
HOPSON,5063
SHORTER,5045
BEAN,5042
BRADY,5040
PHELPS,5038
NEWELL,5028
ASHFORD,5023
DOSS,5023
LAW,5021
VAUGHAN,5021
HALEY,5009
QUARLES,5008
IBRAHIM,4989
LOPEZ,4985
BARRY,4983
BENTLEY,4976
CASEY,4972
HURT,4969
LIPSCOMB,4968
COMBS,4954
LANDRY,4948
CHEATHAM,4939
ELMORE,4936
SLATER,4936
COWAN,4930
KIRBY,4925
ROYSTER,4922
MULLINS,4915
WORTHY,4911
STANFORD,4906
DILLON,4895
LASSITER,4891
ARCHER,4889
BETTS,4888
LESLIE,4883
BRUMFIELD,4880
RATLIFF,4879
HURST,4869
PRITCHETT,4866
VANN,4861
RAWLS,4858
TINSLEY,4843
GAYLE,4834
MCCORMICK,4831
CANTY,4828
LEVY,4828
ROY,4806
PINCKNEY,4796
POINDEXTER,4795
RIDLEY,4784
NICHOLAS,4780
OUTLAW,4774
GADSON,4773
MCALLISTER,4771
HOOPER,4767
MOSBY,4767
MCKINLEY,4766
FINCH,4757
BUCKLEY,4747
WEATHERS,4741
BOSTIC,4737
POWERS,4736
HARLEY,4733
BURRIS,4726
MCCANTS,4712
SMALLWOOD,4700
GARLAND,4697
COBBS,4688
ELDER,4684
CREWS,4672
TARVER,4670
FORREST,4669
GODFREY,4664
WILKES,4663
MEANS,4657
MCCLURE,4650
CHAPPELL,4644
FELIX,4643
NESBITT,4641
HEMPHILL,4631
DODSON,4624
AYERS,4620
WESTBROOK,4615
KENT,4614
MURRELL,4605
CAPERS,4603
BARRON,4598
RICH,4597
JEANLOUIS,4586
LAMAR,4586
CASH,4581
CRAFT,4579
DURANT,4576
MUSE,4575
BURROUGHS,4572
HEAD,4563
MOON,4562
GEE,4555
HINDS,4555
RANKIN,4554
COSBY,4550
MICKENS,4527
HILTON,4523
BYERS,4520
EATON,4511
HORN,4510
BARROW,4481
LEMON,4480
CURRIE,4479
OSMAN,4463
ROUNDTREE,4460
MERCER,4448
ARTHUR,4437
ALBERT,4434
BARLOW,4434
SHELBY,4432
BROADNAX,4427
POSEY,4427
LANGSTON,4424
WALL,4416
CLINTON,4415
BATTS,4412
DALEY,4410
LUCKETT,4384
FRYE,4374
TRICE,4374
JACK,4365
HUTCHINS,4363
CARMICHAEL,4353
BAH,4348
HOBSON,4348
BILLUPS,4346
RYAN,4332
WEATHERSPOON,4332
DYSON,4330
NETTLES,4329
HASKINS,4328
MURRY,4328
FORTUNE,4324
NUNN,4321
SHERROD,4309
MCCLINTON,4307
GUYTON,4302
DALE,4300
PARSON,4288
EUBANKS,4287
SPEARMAN,4286
BELCHER,4282
BRAY,4279
MACON,4277
ABDULLAH,4270
ROLAND,4268
YORK,4266
SNOW,4263
CRAWLEY,4254
RUDOLPH,4251
BECK,4249
BROWNLEE,4245
MERRIWEATHER,4243
DREW,4237
MOTLEY,4219
DOYLE,4214
LACEY,4211
GILCHRIST,4207
TOWNS,4207
YOUNGBLOOD,4204
STATON,4203
COLVIN,4196
HILLS,4196
SPRUILL,4189
FARLEY,4188
PETTWAY,4188
NORTON,4174
AARON,4168
HOPE,4167
YANCEY,4167
COUNCIL,4164
GAITHER,4162
STANTON,4161
SAPP,4153
PATE,4150
OATES,4147
WEEKS,4144
HANKINS,4134
STALLINGS,4134
BURNEY,4133
DABNEY,4133
ROPER,4131
LUNDY,4125
TISDALE,4121
CRAYTON,4118
UPSHAW,4116
LASTER,4106
LUMPKIN,4105
BURT,4101
STROUD,4099
STREET,4094
BULLARD,4088
CHILDRESS,4087
CHESTER,4086
KEARNEY,4081
WINFIELD,4074
MCGUIRE,4072
WALDEN,4061
PLEASANT,4052
WAGNER,4051
